x,y
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
33.65817,-117.634592
